"FOOD_CODE","CG_SUBGROUP","NUMBER"
"75654010","6B","4"
"75654010","86B","2"
"75654010","8A","2"
"75654010","8B","2"
"75654010","8BC","2"
"75654010","O","4"
"75654020","15","3"
"75654020","1A","1"
"75654020","1AB","2"
"75654020","1C","2"
"75654020","20A","2"
"75654020","20B","2"
"75654020","20C","1"
"75654020","22B","1"
"75654020","23A","1"
"75654020","31","3"
"75654020","36","1"
"75654020","3A","1"
"75654020","5","1"
"75654020","6","1"
"75654020","6A","1"
"75654020","6B","2"
"75654020","O","2"
"75656010","19A","1"
"75656010","19B","4"
"75656010","1A","1"
"75656010","1AB","1"
"75656010","1C","1"
"75656010","1CD","1"
"75656010","22B","1"
"75656010","31","5"
"75656010","34","6"
"75656010","36","3"
"75656010","3A","4"
"75656010","4A","1"
"75656010","5","1"
"75656010","6A","1"
"75656010","6C","2"
"75656010","70","1"
"75656010","86B","1"
"75656010","8A","1"
"75656010","8B","1"
"75656010","8BC","1"
"75656010","O","2"
"75656020","15","2"
"75656020","1A","1"
"75656020","1AB","1"
"75656020","1C","2"
"75656020","20A","2"
"75656020","20B","2"
"75656020","20C","1"
"75656020","22B","1"
"75656020","23A","1"
"75656020","36","1"
"75656020","3A","1"
"75656020","5","1"
"75656020","6","1"
"75656020","6A","1"
"75656020","6B","2"
"75656020","8A","1"
"75656020","8B","1"
"75656020","9B","1"
"75656020","O","2"
"75656040","15","4"
"75656040","19A","1"
"75656040","19B","3"
"75656040","1AB","1"
"75656040","1C","1"
"75656040","1CD","1"
"75656040","20A","2"
"75656040","20B","2"
"75656040","20C","1"
"75656040","22B","1"
"75656040","23A","1"
"75656040","36","3"
"75656040","3A","2"
"75656040","4A","1"
"75656040","6","1"
"75656040","6A","1"
"75656040","8A","1"
"75656040","8BC","1"
"75656040","O","1"
"75656060","15","3"
"75656060","1AB","1"
"75656060","1C","2"
"75656060","20A","2"
"75656060","20B","2"
"75656060","20C","1"
"75656060","22B","1"
"75656060","23A","1"
"75656060","31","3"
"75656060","6","2"
"75656060","6B","1"
"75656060","8A","1"
"75656060","O","1"
"75657000","15","1"
"75657000","31","1"
"75657000","34","1"
"75657000","40","1"
"75657000","50","1"
"75657000","86B","1"
"76101500","15","2"
"76101500","1AB","1"
"76101500","1C","1"
"76101500","4A","1"
"76102010","15","2"
"76102010","36","2"
"76102010","3A","1"
"76102010","4A","1"
"76102030","15","1"
"76102030","1AB","1"
"76102030","36","3"
"76102030","5","1"
"76201000","1AB","1"
"76201010","1AB","1"
"76201020","1AB","1"
"76201030","1AB","1"
"76202000","1AB","1"
"76202000","6B","1"
"76205000","9B","1"
"76205010","9B","1"
"76205020","9B","1"
"76205030","15","1"
"76205030","9B","1"
"76205060","15","2"
"76205060","1CD","1"
"76209000","1CD","1"
"76209010","1CD","1"
"76209020","1CD","1"
"76401000","6A","1"
"76401010","6A","1"
"76401020","6A","1"
"76401030","15","3"
"76401030","1AB","1"
"76401030","1C","1"
"76401030","1CD","1"
"76401030","36","3"
"76401030","6","1"
"76401030","6A","1"
"76401060","6A","1"
"76402000","15","1"
"76402000","1C","1"
"76402000","36","3"
"76402000","3A","1"
"76402000","6A","1"
"76403010","1AB","1"
"76405000","15","2"
"76405000","36","2"
"76405010","15","2"
"76405010","36","2"
"76405020","15","2"
"76405020","36","2"
"76407000","1AB","1"
"76407000","1C","1"
"76407000","4A","1"
"76407000","6A","1"
"76407000","6B","1"
"76407010","1AB","1"
"76407010","1C","1"
"76407010","4A","1"
"76407010","6A","1"
"76407010","6B","1"
"76407020","1AB","1"
"76407020","1C","1"
"76407020","6A","1"
"76407020","6B","1"
"76409000","6B","1"
"76409010","6B","1"
"76409020","6B","1"
"76409030","6B","1"
"76420000","1C","1"
