"FCID_CODE","FCID_DESC","CGN","CG_SUBGROUP","POPULARITY","INTAKE_SUM","INTAKE_AVG","INTAKE_BW_AVG","RECIPES"
"1901249001","Parsley, dried leaves-babyfood","19","19A","52","4.8027000","0.080045","0.00835825092333333333333333333333333","2"
"2405252000","Passionfruit","24","24E","3","141.7500000","47.25","1.05497522766666666666666666666666667","1"
"1301058000","Boysenberry","13","13A","5189","1702.8286844","0.27167017938736439055520102105935","0.00675637974625079770261646458200383","34"
"6000304000","Poultry, other, fat","60","60","103","828.2086612","7.59824459816513761467889908256881","0.11893485616422018348623853211009174","15"
"8000158000","Fish-freshwater finfish, farm raised","80","80","334","31543.3120532","93.0481181510324483775811209439528","1.50154882362477876106194690265486726","42"
"200051000","Beet, garden, tops","2","2","15","536.0982275","35.73988183333333333333333333333333","0.47077598897333333333333333333333333","6"
"801376000","Tomato, paste","8","8A","7200","121788.9021523","14.07801435120795283782221708473009","0.29641564891535082649404693099063692","242"
"801376001","Tomato, paste-babyfood","8","8A","98","836.0171000","7.60015545454545454545454545454545","0.80700064423181818181818181818181818","18"
"3500339000","Sheep, meat","35","35","2546","18160.5040843","6.74359602090605272929818046787969","0.09801823358351281099145933902710732","137"
"500071000","Cabbage, Chinese, napa","5","5","229","4871.2978290","19.96433536475409836065573770491803","0.34737704686393442622950819672131148","20"
"2403346000","Soursop","24","24C","4","317.4282540","79.3570635","2.209529758525","1"
"1902119000","Coriander, seed","19","19B","15041","229.3602432","0.01027369510414333706606942889138","0.00019242006501679731243001119820829","624"
"1500323001","Rice, white-babyfood","15","15","72","552.2618750","6.99065664556962025316455696202532","0.77904216424556962025316455696202532","7"
"1500323000","Rice, white","15","15","12199","672473.6497213","38.29576592945899772209567198177677","0.71792393432824031890660592255125285","625"
"1304175000","Grape","13","13DF","5124","303454.2490381","48.5138687510951239008792965627498","1.32155701560898481215027977617905675","41"
"2001319000","Rapeseed, oil","20","20A","26864","65645.1671205","1.38781774424430773133760385615526","0.02622878181360859178452886831145219","4068"
"2001319001","Rapeseed, oil-babyfood","20","20A","21","19.2180900","0.83556913043478260869565217391304","0.09184499007391304347826086956521739","3"
"3100045000","Beef, meat, dried","31","31","405","6602.8180092","15.9488357710144927536231884057971","0.30513228641159420289855072463768116","13"
"4000096000","Chicken, fat","40","40","19588","184404.5713643","5.70311657587369332591080596276365","0.10976217004064761551308220449062906","1420"
"1400003000","Almond","14","14","5812","44232.9643077","5.99687693976409978308026030368764","0.10004717755976138828633405639913232","149"
"1202013000","Apricot, dried","12","12B","160","1701.4414508","9.5586598359550561797752808988764","0.20766503449044943820224719101123596","6"
"1301320000","Raspberry","13","13A","8994","24630.8850193","2.0628881925711892797319932998325","0.0481662929237772194304857621440536","141"
"3500340000","Sheep, meat byproducts","35","35","2090","179.8322138","0.08211516611872146118721461187215","0.00130069389292237442922374429223744","93"
"1301320001","Raspberry-babyfood","13","13A","67","174.0838280","2.41783094444444444444444444444444","0.26091872311527777777777777777777778","6"
"4000096001","Chicken, fat-babyfood","40","40","197","565.0959900","2.34479663900414937759336099585062","0.25573914352157676348547717842323651","20"
"1201091000","Cherry, juice","12","12A","5778","7657.0065665","1.04276270822552090426256298515593","0.04121971895451450360887920468473376","39"
"1201091001","Cherry, juice-babyfood","12","12A","11","48.0520000","4.36836363636363636363636363636364","0.57695951727272727272727272727272727","2"
"2402246000","Papaya, dried","24","24B","108","890.3866988","7.35856775867768595041322314049587","0.1622293257619834710743801652892562","3"
"103297000","Potato, dry (granules/ flakes)","1","1C","2011","41579.3856528","19.29437849317865429234338747099768","0.43301194147549883990719257540603248","86"
"802148000","Eggplant","8","8BC","177","13755.1136115","75.57754731593406593406593406593407","1.08398150668901098901098901098901099","39"
"103297001","Potato, dry (granules/ flakes)-babyfood","1","1C","41","351.3834400","8.17170790697674418604651162790698","0.87837481462325581395348837209302326","8"
"603035000","Bean,  great northern, seed","6","6C","1839","44888.4443668","22.99612928627049180327868852459016","0.4586550654619877049180327868852459","77"
"602033000","Bean, cowpea, succulent","6","6B","91","11553.9582090","120.35373134375","1.82171314685520833333333333333333333","40"
"2201019000","Asparagus","22","22A","370","33982.0093290","85.81315487121212121212121212121212","1.38652970784469696969696969696969697","36"
"402194000","Kale","4","4B","85","6401.7254024","73.58305060229885057471264367816092","1.15088822900459770114942528735632184","43"
"3200169000","Goat, meat","32","32","41","4498.0066470","99.95570326666666666666666666666667","1.88894335712666666666666666666666667","8"
"500083000","Cauliflower","5","5","1145","42251.4708360","34.4067352084690553745928338762215","0.63283165818949511400651465798045603","90"
"1500127000","Corn, sweet","15","15","5751","360617.4948179","55.29247083991107022385771235817234","1.20786633152467034651947255443115609","358"
"1302137000","Currant, dried","13","13B","17","15.7294430","0.92526135294117647058823529411765","0.01437876147647058823529411764705882","3"
"1400113000","Coconut, milk","14","14","110","6350.2720096","51.62822772032520325203252032520325","1.07034034933577235772357723577235772","22"
"3600222000","Milk, fat","36","36","27416","858672.3479341","5.64459252009295109878190674651433","0.13764494416793910191095363620228368","5634"
"3600222001","Milk, fat-baby food/infant formula","36","36","262","324.1997915","0.92628511857142857142857142857143","0.09891154007628571428571428571428571","43"
"2201152000","Fennel, Florence","22","22A","2","90.2252600","45.11263","0.45733833225","3"
"1002197000","Kumquat","10","10B","1","38.0000000","38","0.4372842348","1"
"2405253000","Passionfruit, juice","24","24E","5375","6278.7857525","0.96715738639864448552064078866297","0.02586011282074861367837338262476895","40"
"1500381000","Triticale, flour","15","15","216","1189.0899651","4.55590024942528735632183908045977","0.07932633583831417624521072796934866","14"
"1500127001","Corn, sweet-babyfood","15","15","37","1333.5446430","33.338616075","3.6524388388975","8"
"1902143000","Dill, seed","19","19B","4529","1505.4106730","0.30271680534888397345666599638045","0.00545672387066157249145385079428916","164"
"6000305000","Poultry, other, skin","60","60","16","229.9438526","14.3714907875","0.22731077896875","7"
"8000159000","Fish-saltwater finfish, tuna","80","80","1348","102168.5022610","71.74754372261235955056179775280899","1.20960413803539325842696629213483146","139"
"801377000","Tomato, puree","8","8A","15461","667994.3989313","30.1604839683628318584070796460177","0.67104643293621545963518150623081091","632"
"801377001","Tomato, puree-babyfood","8","8A","28","649.0340000","21.63446666666666666666666666666667","2.09605612662333333333333333333333333","5"
"500072000","Cabbage, Chinese, mustard","5","5","229","4871.1173540","19.96359571311475409836065573770492","0.34736484089631147540983606557377049","20"
"402062000","Broccoli, Chinese","4","4B","15","215.6028840","14.3735256","0.32366826646","1"
"1500324000","Rice, brown","15","15","1703","49108.6200752","23.81601361551891367604267701260912","0.50586394922744907856450048496605238","119"
"1500324001","Rice, brown-babyfood","15","15","22","290.1605000","12.6156739130434782608695652173913","1.36952283956086956521739130434782609","7"
"9500390000","Vinegar","95","O","20922","142024.6256688","3.68655744760025957170668397144711","0.06211239354926930564568462037637897","1011"
"3200170000","Goat, meat byproducts","32","32","1","88.0701600","88.07016","0.9562449511","1"
"1304176000","Grape, juice","13","13DF","9783","577107.9102460","41.9898072064901047729918509895227","1.46956419387399592549476135040745052","105"
"1304176001","Grape, juice-babyfood","13","13DF","161","12195.9523240","62.86573362886597938144329896907216","7.00066919306494845360824742268041237","15"
"802270000","Pepper, bell","8","8B","7585","124851.0509386","13.46538513142795513373597929249353","0.21472085943484685073339085418464193","615"
"601043000","Bean, snap, succulent","6","6A","5338","310451.3045775","50.90200107845548450565666502705362","1.08329388373418593212001967535661584","371"
"601043001","Bean, snap, succulent-babyfood","6","6A","169","5891.9940570","28.7414344243902439024390243902439","3.28434497101707317073170731707317073","14"
"2003128000","Cottonseed, oil","20","20C","27368","74054.8114869","1.47232119541333651437432899916498","0.03041353598471708616644797009821464","4908"
"500061000","Broccoli","5","5","3512","246072.9940154","62.95036940787925300588385776413405","1.26735127344479406497825530826298286","213"
"3100046000","Beef, meat byproducts","31","31","19353","63673.4358019","1.8991122584675495108565974707707","0.03996230397494034836554521593891673","1094"
"1001369000","Tangerine","10","10A","654","76317.6203250","105.99669489583333333333333333333333","2.95201989169458333333333333333333333","8"
"4000097000","Chicken, skin","40","40","10668","96724.8126080","7.16904925941298547287281351912244","0.12714912983020308330862733471686926","408"
"4000097001","Chicken, skin-babyfood","40","40","169","287.6097815","1.44527528391959798994974874371859","0.1580579661331658291457286432160804","16"
"1202014000","Apricot, juice","12","12B","5176","3351.8731605","0.53664315730067243035542747358309","0.01184443475280179314761447326288825","37"
"2003128001","Cottonseed, oil-babyfood","20","20C","196","20.2553875","0.08335550411522633744855967078189","0.00857956670740740740740740740740741","7"
"1301321000","Raspberry, juice","13","13A","5169","1139.1819455","0.18261974118307149727476755370311","0.00468593809078230201987816607887143","45"
"3500341000","Sheep, fat","35","35","3504","5576.4557687","1.42693341061924257932446264073695","0.02145812825795803480040941658137155","358"
"1500226000","Millet, grain","15","15","7","181.6109600","22.70137","0.366697686025","4"
"1400004000","Almond, oil","14","14","47","12.6725123","0.24848063333333333333333333333333","0.00701984003921568627450980392156863","3"
"2401211000","Lychee","24","24A","6","452.0946300","75.349105","1.49794841941666666666666666666666667","3"
"1301321001","Raspberry, juice-babyfood","13","13A","27","115.4908000","3.6090875","0.3500830873125","2"
"2402247000","Papaya, juice","24","24B","36","10207.3238818","268.61378636315789473684210526315789","4.54377240253684210526315789473684211","4"
"500061001","Broccoli-babyfood","5","5","13","495.6607320","33.0440488","3.63454030554666666666666666666666667","4"
"1202014001","Apricot, juice-babyfood","12","12B","72","1465.4734400","18.318418","1.99755334194375","6"
"8000160000","Fish-saltwater finfish, other","80","80","3036","261702.0987592","76.99385076763754045307443365695793","1.31038681615601647543395116210650191","381"
"600347000","Soybean, seed","6","6","5755","12141.5090367","1.56705072750387196695921528136293","0.02824364271689468249870934434692824","305"
"401355000","Spinach","4","4A","2525","97768.5017599","33.02989924320945945945945945945946","0.53830197623077702702702702702702703","148"
"103298000","Potato, flour","1","1C","19498","6304.7338258","0.16987481343428355876488656571644","0.00380979393165651775610281834348224","1166"
"103298001","Potato, flour-babyfood","1","1C","194","256.1869656","0.93498892554744525547445255474453","0.10636541671021897810218978102189781","26"
"101052000","Beet, sugar","1","1A","27322","749318.8270441","14.98038438712714914034386245501799","0.31611475212353258696521391443422631","4397"
"101052001","Beet, sugar-babyfood","1","1A","567","3186.7703262","4.10666279149484536082474226804124","0.44572913539974226804123711340206186","87"
"603036000","Bean, kidney, seed","6","6C","1397","34061.1544525","23.24993477986348122866894197952218","0.41429517889583617747440273037542662","99"
"3100046001","Beef, meat byproducts-babyfood","31","31","41","11.1382250","0.24213532608695652173913043478261","0.02757357768043478260869565217391304","6"
"1100007000","Apple, fruit with peel","11","11","5717","990910.3334669","143.15376097470384281999422132331696","3.43349549353772031204854088413753251","43"
"902088000","Chayote, fruit","9","9B","38","2651.6200000","69.77947368421052631578947368421053","2.99888795895526315789473684210526316","3"
"401355001","Spinach-babyfood","4","4A","79","934.4324145","10.86549319186046511627906976744186","1.20103753541162790697674418604651163","4"
"1400269000","Pecan","14","14","2057","7729.4222642","3.22059261008333333333333333333333","0.046362150982","48"
"1400114000","Coconut, oil","14","14","9556","20246.6865382","1.70455350548913958578885334231352","0.03072540911900151540663411348711904","218"
"3600223000","Milk, nonfat solids","36","36","27442","1790450.5997501","11.27352898425314351557433304579427","0.30122634602682550576442365208192974","6084"
"3600223001","Milk, nonfat solids-baby food/infant formula","36","36","1176","22429.5115158","10.09428961107110711071107110711071","1.36164239133532853285328532853285329","168"
"1400114001","Coconut, oil-babyfood","14","14","1106","14165.9442972","7.25342769953917050691244239631336","0.99989264648172043010752688172043011","155"
"1001370000","Tangerine, juice","10","10A","5751","21582.1799668","3.06913822053469852104664391353811","0.07664509574910409556313993174061433","40"
"1303227000","Mulberry","13","13C","1","1.5000000","1.5","0.067264574","1"
"103166000","Ginger","1","1CD","3907","553.2386125","0.12220866191738458140048597305059","0.00185632800713496796995802960017672","125"
"801378000","Tomato, dried","8","8A","1214","2016.4931263","1.56438566819239720713731574864236","0.02974250558665632273079906904577192","33"
"801378001","Tomato, dried-babyfood","8","8A","52","4.8027000","0.080045","0.00835825092333333333333333333333333","1"
"9500016000","Artichoke, globe","95","O","74","5371.4647840","71.61953045333333333333333333333333","1.135555946188","15"
"200140000","Dasheen, leaves","2","2","3","204.3047700","68.10159","1.02568203593333333333333333333333333","3"
"901075000","Cantaloupe","9","9A","1183","153448.2466500","118.76799276315789473684210526315789","2.5094772484213622291021671826625387","6"
"8601100000","Water, direct, tap","86","86A","15399","20495206.2800000","865.98243461359699159166772298981704","14.38335705859250433092491655047112013","1"
"1500325001","Rice, flour-babyfood","15","15","780","14218.8696289","10.38631820956902848794740686632579","1.28096542295105916727538349159970782","55"
"802271001","Pepper, bell, dried-babyfood","8","8B","59","15.2552000","0.22434117647058823529411764705882","0.02594723195441176470588235294117647","3"
"1500325000","Rice, flour","15","15","19704","41369.8454244","1.08916740184819524524129215701761","0.02674352539544796356264644709475292","1187"
"3200171000","Goat, fat","32","32","41","143.0976630","3.17994806666666666666666666666667","0.06002290646888888888888888888888889","8"
"1400391000","Walnut","14","14","2992","12818.9355461","3.85763934580198615708696960577791","0.06564615207330725248269635871200722","86"
"802271000","Pepper, bell, dried","8","8B","4731","477.8975988","0.08663843343002175489485134155185","0.00132151910969905728788977519941987","221"
"401367000","Swiss chard","4","4A","10","919.6169780","83.60154345454545454545454545454545","1.28125152294545454545454545454545455","8"
"603256000","Pea, dry","6","6C","128","5953.3591362","44.09895656444444444444444444444444","0.80352291484666666666666666666666667","25"
"603256001","Pea, dry-babyfood","6","6C","116","540.2569600","3.88674071942446043165467625899281","0.43863984580863309352517985611510791","10"
"901400000","Watermelon, juice","9","9A","18","7024.2400000","369.69684210526315789473684210526316","5.00685435854210526315789473684210526","1"
"3100047000","Beef, fat","31","31","21996","388754.2531289","8.55947538704698577656435774362588","0.16125343812237438900876304548857281","1494"
"8000161000","Fish-shellfish, crustacean","80","80","2243","146028.6059336","57.31106983265306122448979591836735","0.9154399591145996860282574568288854","209"
"3100047001","Beef, fat-babyfood","31","31","97","271.0931100","2.35733139130434782608695652173913","0.24849086149565217391304347826086957","21"
"1500401000","Wheat, grain","15","15","12012","272473.3941210","15.10468396923332778978879095293531","0.29037416848484949276567437219358058","393"
"1500401001","Wheat, grain-babyfood","15","15","37","488.5339300","11.36125418604651162790697674418605","1.30676112153255813953488372093023256","3"
"1400213000","Macadamia nut","14","14","10","394.4028822","35.85480747272727272727272727272727","0.45688733673636363636363636363636364","2"
"1500065000","Buckwheat","15","15","234","1274.7835547","4.5691166835125448028673835125448","0.07515728047598566308243727598566308","18"
"600348000","Soybean, flour","6","6","20653","38174.8592076","1.02400373410944206008583690987124","0.01879101568294259656652360515021459","1172"
"600348001","Soybean, flour-babyfood","6","6","163","3068.6477623","12.73297826680497925311203319502075","1.71625092231493775933609958506224066","50"
"103299000","Potato, tuber, w/peel","1","1C","2475","321264.8586783","120.59491692128378378378378378378378","1.92802836503513513513513513513513514","142"
"101053000","Beet, sugar, molasses","1","1A","6472","7500.4937459","0.92166303095355124109117719341362","0.01512479100974440894568690095846645","148"
"101053001","Beet, sugar, molasses-babyfood","1","1A","135","30.0148200","0.18642745341614906832298136645963","0.02006379174223602484472049689440994","4"
"9500115000","Coffee, roasted bean","95","O","10085","154763.9764947","8.58988602401620691569073652661375","0.11133702652005883332408281067880335","97"
"1100008000","Apple, peeled fruit","11","11","1058","29643.0678156","25.77658070921739130434782608695652","0.40343569579608695652173913043478261","62"
"1100008001","Apple, peeled fruit-babyfood","11","11","208","6132.7665400","24.82901433198380566801619433198381","2.76206957074898785425101214574898785","25"
"1002206000","Lime","10","10B","34","1313.3300000","38.62735294117647058823529411764706","0.62825926102058823529411764705882353","1"
"902021000","Balsam pear","9","9B","3","294.6737805","98.2245935","1.2990740565","5"
"3600224000","Milk, water","36","36","27416","12172993.1624183","80.03230197315139282450476985687142","2.36267524331825497531245685432705899","5641"
"1002199000","Lemon","10","10B","1788","4576.3790075","2.17922809880952380952380952380952","0.03588635412361904761904761904761905","21"
"3600224001","Milk, water-babyfood/infant formula","36","36","253","1859.5589461","5.48542461976401179941002949852507","0.59767868088436578171091445427728614","39"
"1400282000","Pistachio","14","14","136","4700.1484372","30.32353830451612903225806451612903","0.47453486495483870967741935483870968","11"
"2402283000","Plantain","24","24B","308","38541.1190283","112.03813671017441860465116279069767","2.17859270295784883720930232558139535","36"
"402018000","Arugula","4","4B","23","448.1500000","17.23653846153846153846153846153846","0.26979765540384615384615384615384615","1"
"103167000","Ginger, dried","1","1CD","15316","409.6746337","0.01787567124967274631294179247753","0.00031893112416441225237804345928964","654"
"801379000","Tomato, juice","8","8A","925","209958.2884369","203.0544375598646034816247582205029","3.54964480043394584139264990328820116","31"
"1001106000","Citron","10","10A","36","609.1913400","16.46463081081081081081081081081081","0.21786480384054054054054054054054054","5"
"1500326000","Rice, bran","15","15","43","77.2870608","1.545741216","0.029713560002","9"
"802272000","Pepper, nonbell","8","8BC","19259","59223.4184083","1.6789538586012360378749220388955","0.02691984821233769915518512218631286","962"
"1500326001","Rice, bran-babyfood","15","15","4","0.4733800","0.118345","0.013142802125","3"
"802272001","Pepper, nonbell-babyfood","8","8BC","26","18.7000000","0.66785714285714285714285714285714","0.06911428395714285714285714285714286","1"
"2201022000","Bamboo, shoots","22","22A","554","6417.3108360","11.16054058434782608695652173913043","0.18489842262382608695652173913043478","36"
"1304178000","Grape, raisin","13","13DF","6836","58220.0573404","6.61741956585587633553080245510343","0.13725661770104569220277335758126847","240"
"1302174000","Gooseberry","13","13BDEF","15","0.0213683","0.00142455333333333333333333333333","0.00001930851333333333333333333333333","3"
"101314000","Radish, roots","1","1AB","472","8009.8691640","15.89259754761904761904761904761905","0.24478147907876984126984126984126984","13"
"401005000","Amaranth, leafy","4","4A","11","396.6050026","33.05041688333333333333333333333333","0.37131181424166666666666666666666667","10"
"602255000","Pea, succulent","6","6B","4535","159821.0984697","31.32518590154841238729909839278714","0.64125028812001176009408075264602117","447"
"9500335000","Seaweed","95","O","14744","3494.5894959","0.15777640055532981172964919409454","0.00312167027848661339112375276536187","434"
"602255001","Pea, succulent-babyfood","6","6B","257","9173.9521860","29.68916565048543689320388349514563","3.42177354435242718446601941747572816","22"
"9500006000","Amaranth, grain","95","O","16","8.4894430","0.499379","0.01043212571176470588235294117647059","2"
"9500335001","Seaweed-babyfood","95","O","79","63.3985616","0.54653932413793103448275862068966","0.07015833340517241379310344827586207","32"
"8000162000","Fish-shellfish, mollusc","80","80","794","46042.2781441","52.49974702862029646522234891676169","0.78827101860091220068415051311288483","128"
"603182000","Guar, seed","6","6C","14614","2612.9525608","0.12085812029602220166512488436633","0.00254815902803422756706753006475486","509"
"1500402001","Wheat, flour-babyfood","15","15","488","4755.9475406","6.09736864179487179487179487179487","0.65051619397025641025641025641025641","58"
"3500343000","Sheep, liver","35","35","16","2.1640900","0.135255625","0.0015602265625","4"
"1500402000","Wheat, flour","15","15","27341","4054031.1890924","31.91044983700450237712918358993734","0.66264038208033988224552123673687856","5005"
"2402215001","Mango-babyfood","24","24B","31","1318.0894170","36.61359491666666666666666666666667","3.85755181801388888888888888888888889","3"
"2402215000","Mango","24","24B","411","65530.7483624","146.27399188035714285714285714285714","3.6976729040125","7"
"600349000","Soybean, soy milk","6","6","829","252216.3944623","226.60951883405211141060197663971249","6.53063883141248876909254267744833783","43"
"402117000","Collards","4","4B","436","46852.5849808","103.19952638942731277533039647577093","1.68586520996718061674008810572687225","61"
"302103000","Chive, fresh leaves","3","3B","1556","122.8349215","0.07480811297198538367844092570037","0.00121293448550548112058465286236297","40"
"103387000","Turmeric","1","1CD","6436","311.4358016","0.04119521185185185185185185185185","0.00079128553478835978835978835978836","217"
"603038000","Bean, lima, seed","6","6C","272","6444.5901074","23.18197880359712230215827338129496","0.41192305244928057553956834532374101","31"
"9500116000","Coffee, instant","95","O","7068","12658.7937691","1.23669341237788198515044939429465","0.016755786145027354435326299335678","111"
"1100009000","Apple, dried","11","11","2591","4213.4989645","1.41440045803961060758643840214837","0.03745273842024169184290030211480363","47"
"1002207000","Lime, juice","10","10B","6471","34202.2780243","4.224589676914525691699604743083","0.07622793320638586956521739130434783","64"
"1002207001","Lime, juice-babyfood","10","10B","17","6.6868500","0.39334411764705882352941176470588","0.04517843742352941176470588235294118","1"
"1100009001","Apple, dried-babyfood","11","11","33","70.9130000","1.91656756756756756756756756756757","0.23306120945945945945945945945945946","2"
"8601200000","Water, direct, bottled","86","86A","12743","16146407.5500000","874.05443349753694581280788177339901","15.01223420524636496508417690683700536","2"
"3600225001","Milk, sugar (lactose)-baby food/infant formula","36","36","737","63060.1779851","50.28722327360446570972886762360447","7.09978417668133971291866028708133971","98"
"2402284000","Plantain, dried","24","24B","12","149.0774600","12.42312166666666666666666666666667","0.16693261836666666666666666666666667","1"
"2302183000","Guava","23","23B","214","9742.3816580","43.68781012556053811659192825112108","0.82334493922421524663677130044843049","13"
"1902354000","Spices, other","19","19B","24234","15538.4448571","0.24539165296031332417365486963251","0.00443726883410874749293283428878255","1650"
"1902354001","Spices, other-babyfood","19","19B","60","2.9143648","0.04104739154929577464788732394366","0.0033396178774647887323943661971831","8"
"1003180000","Grapefruit","10","10C","554","69153.9875318","111.71888131147011308562197092084006","1.81292670105670436187399030694668821","23"
"401138000","Dandelion, leaves","4","4A","5","186.4400000","37.288","0.5070311748","3"
"101251000","Parsnip","1","1AB","50","792.1990115","14.67035206481481481481481481481481","0.2231124874537037037037037037037037","7"
"101251001","Parsnip-babyfood","1","1AB","4","71.0070000","17.75175","1.971420319275","1"
"600350000","Soybean, oil","6","6","27489","1142733.6296256","22.45012140479754818176460187422644","0.44968167109552857507711046934244907","6006"
"600350001","Soybean, oil-babyfood","6","6","1282","15431.9392162","6.92947427759317467444993264481365","0.94172660658423888639425235743152223","198"
"401150000","Endive","4","4A","1422","20508.8163370","13.09630672860791826309067688378033","0.19130283832241379310344827586206897","11"
"1001107000","Citrus hybrids","10","10A","19","2124.6200000","106.231","2.27169662643","1"
"802273000","Pepper, nonbell, dried","8","8BC","10813","6646.4854596","0.46991554437217194570135746606335","0.00993421614032805429864253393665158","386"
"2302368000","Tamarind","23","23B","2962","3565.1676089","1.13685191610331632653061224489796","0.02235204076597576530612244897959184","63"
"1100010000","Apple, juice","11","11","11088","1458645.4494212","88.7793943652586731588557516737675","3.51898733600269628727936701156421181","111"
"1307359000","Strawberry","13","13G","10141","241627.0135888","17.23322256535197204193709435846231","0.39118426443814278582126809785322017","174"
"1304179000","Grape, wine and sherry","13","13DF","5128","425410.3491614","68.0765481135221635461673867818851","0.91981556501156985117618819011041767","179"
"1307359001","Strawberry-babyfood","13","13G","12","24.6192500","1.75851785714285714285714285714286","0.16226652283571428571428571428571429","2"
"1100010001","Apple, juice-babyfood","11","11","513","65720.1344986","85.35082402415584415584415584415584","9.35154644791844155844155844155844156","22"
"1001240000","Orange","10","10A","2803","409050.7659583","124.78668882193410616229408175716901","2.94710695476299572910311165344722392","22"
"1901220000","Marjoram","19","19A","16993","5194.6172377","0.1918531997968680750480130004432","0.00439160801022307578667454572314965","640"
"1901220001","Marjoram-babyfood","19","19A","7","1.0452500","0.13065625","0.015786458975","3"
"103406000","Yam, true","1","1CD","22","1154.0595200","48.08581333333333333333333333333333","3.882193535825","8"
"401248000","Parsley, leaves","4","4A","2745","6743.6068514","2.25840818868050904219691895512391","0.04867212009802411252511721366376423","116"
"603258000","Pea, pigeon, seed","6","6C","22","304.8700717","12.70291965416666666666666666666667","0.21257372100833333333333333333333333","3"
"500064000","Brussels sprouts","5","5","86","10973.6440619","120.58949518571428571428571428571429","1.77687653897692307692307692307692308","17"
"3100049000","Beef, liver","31","31","84","7199.3771880","85.70687128571428571428571428571429","1.31911177147619047619047619047619048","14"
"103082000","Cassava","1","1CD","19437","10576.0180853","0.28444684342271590328393534332051","0.0064239410509830289664075737607918","1137"
"103082001","Cassava-babyfood","1","1CD","271","1463.0259521","3.99733866693989071038251366120219","0.44093028497868852459016393442622951","47"
"901187000","Honeydew melon","9","9A","163","17826.4600000","104.24830409356725146198830409356725","1.91934709948245614035087719298245614","2"
"9500186100","Bee pollen","95","O","1","30.0000000","30","0.3708281829","1"
"1500403000","Wheat, germ","15","15","2101","12102.7823616","4.90785983844282238442822384428224","0.11059219884014598540145985401459854","91"
"2402216000","Mango, dried","24","24B","24","564.8093460","22.59237384","0.602858914528","1"
"1500120000","Corn, field, flour","15","15","12474","420885.4107525","22.34473405991187088553833085580803","0.4602850515054894882140581864514759","249"
"1500120001","Corn, field, flour-babyfood","15","15","320","1188.4474200","2.53941756410256410256410256410256","0.28114522809722222222222222222222222","9"
