"FCID_CODE","FCID_DESC","CGN","CG_SUBGROUP","POPULARITY","INTAKE_SUM","INTAKE_AVG","INTAKE_BW_AVG","RECIPES"
"1203286000","Plum, prune, fresh","12","12C","2","29.2890000","14.6445","0.43588832365","6"
"1203286001","Plum, prune, fresh-babyfood","12","12C","2","4.6929200","2.34646","0.307897043","5"
"7000145000","Egg, whole","70","70","951","31350.6957230","22.32955535826210826210826210826211","0.4938096810710113960113960113960114","2008"
"2405253000","Passionfruit, juice","24","24E","203","167.8388808","0.81872624780487804878048780487805","0.01515436737707317073170731707317073","40"
"1500381000","Triticale, flour","15","15","4","8.7853369","2.196334225","0.03239557995","14"
"1902143000","Dill, seed","19","19B","147","36.4829391","0.24818325918367346938775510204082","0.0050246330598639455782312925170068","164"
"1307131000","Cranberry, dried","13","13GH","16","0.0215900","0.001349375","0.00002486464375","8"
"7000145001","Egg, whole-babyfood","70","70","1","1.7000000","1.7","0.1349206349","7"
"8000159000","Fish-saltwater finfish, tuna","80","80","35","2245.5180270","64.15765791428571428571428571428571","1.18556209511714285714285714285714286","139"
"801377000","Tomato, puree","8","8A","626","18757.8664682","26.30836811809256661991584852734923","0.58274938393253856942496493688639551","632"
"801377001","Tomato, puree-babyfood","8","8A","2","29.7510000","14.8755","1.15983699635","5"
"2100228000","Mushroom","21","21","129","2374.7095936","16.84191201134751773049645390070922","0.29558978303120567375886524822695035","463"
"2001337000","Sesame, oil","20","20A","641","16.7197711","0.02608388627145085803432137285491","0.00059733614446177847113884555382215","1026"
"500072000","Cabbage, Chinese, mustard","5","5","12","206.8980500","17.24150416666666666666666666666667","0.320620234775","20"
"603098000","Chickpea, seed","6","6C","6","72.3389345","12.05648908333333333333333333333333","0.20652936868333333333333333333333333","35"
"1500405000","Wild rice","15","15","4","35.5764550","8.89411375","0.115912860625","33"
"603030000","Bean, black, seed","6","6C","21","381.3505275","18.15954892857142857142857142857143","0.3777992972952380952380952380952381","35"
"9500263000","Peanut","95","O","170","2139.7814640","12.02124417977528089887640449438202","0.18607524074438202247191011235955056","91"
"1500324000","Rice, brown","15","15","29","561.6371193","18.72123731","0.34035649639666666666666666666666667","119"
"802270000","Pepper, bell","8","8B","240","3830.0376680","15.19856217460317460317460317460317","0.25776678431031746031746031746031746","615"
"9500390000","Vinegar","95","O","893","4307.1666522","3.78818527018469656992084432717678","0.07020332898029903254177660510114336","1011"
"2301236000","Olive, oil","23","23A","652","300.4033260","0.46074129754601226993865030674847","0.00872310091073619631901840490797546","1243"
"1500122000","Corn, field, bran","15","15","10","54.8069152","5.48069152","0.09006587422","26"
"3900312000","Rabbit, meat","39","39","1","45.0000000","45","0.4896626768","7"
"1304176000","Grape, juice","13","13DF","367","16286.4773543","41.02387242896725440806045340050378","1.49815259831914357682619647355163728","105"
"1304176001","Grape, juice-babyfood","13","13DF","6","119.0812900","19.84688166666666666666666666666667","2.3520552137","15"
"3400291000","Pork, skin","34","34","317","491.9576804","1.41774547665706051873198847262248","0.02287501450547550432276657060518732","244"
"401118000","Cilantro, leaves","4","4A","640","23.0136907","0.0297719155239327296248382923674","0.00062583804087968952134540750323415","660"
"401205000","Lettuce, leaf","4","4A","47","1228.3932800","26.13602723404255319148936170212766","0.51190519280851063829787234042553191","10"
"902308000","Pumpkin","9","9B","6","70.4703370","11.74505616666666666666666666666667","0.16760418405","42"
"601043000","Bean, snap, succulent","6","6A","149","7099.2664905","45.50811852884615384615384615384615","0.93941167061794871794871794871794872","371"
"601043001","Bean, snap, succulent-babyfood","6","6A","3","44.3125000","14.77083333333333333333333333333333","1.75178307836666666666666666666666667","14"
"2003128000","Cottonseed, oil","20","20C","1419","2323.2837117","1.63726829577167019027484143763214","0.03585379435792811839323467230443975","4908"
"500061000","Broccoli","5","5","104","5476.3002310","51.18037599065420560747663551401869","1.23240518110747663551401869158878505","213"
"3100046000","Beef, meat byproducts","31","31","785","2163.5044719","2.16567014204204204204204204204204","0.04581734043633633633633633633633634","1094"
"8000160000","Fish-saltwater finfish, other","80","80","91","6894.9167100","72.57807063157894736842105263157895","1.24292289753052631578947368421052632","381"
"4000097000","Chicken, skin","40","40","350","2960.8142681","7.791616495","0.13758743178368421052631578947368421","408"
"4000097001","Chicken, skin-babyfood","40","40","1","3.5700000","3.57","0.2833333333","16"
"1202014000","Apricot, juice","12","12B","197","110.8508777","0.55985291767676767676767676767677","0.01101177755252525252525252525252525","37"
"2003128001","Cottonseed, oil-babyfood","20","20C","6","0.1349440","0.02249066666666666666666666666667","0.00241450288333333333333333333333333","7"
"3500341000","Sheep, fat","35","35","95","49.4685602","0.50998515670103092783505154639175","0.00814517047938144329896907216494845","358"
"5000383000","Turkey, liver","50","50","4","8.7594240","2.189856","0.04479892055","7"
"1001369000","Tangerine","10","10A","17","1810.8085470","106.51814982352941176470588235294118","2.97105027734117647058823529411764706","8"
"2402247000","Papaya, juice","24","24B","2","373.4148401","186.70742005","3.0055905037","4"
"1500232000","Oat, flour","15","15","44","257.2360320","5.84627345454545454545454545454545","0.223893361925","9"
"1301321000","Raspberry, juice","13","13A","197","70.8024463","0.35758811262626262626262626262626","0.00668702053080808080808080808080808","45"
"1100266000","Pear","11","11","99","5613.0019453","55.57427668613861386138613861386139","1.58346586927227722772277227722772277","28"
"101190000","Horseradish","1","1AB","10","12.7646750","1.160425","0.01759505289090909090909090909090909","5"
"1500232001","Oat, flour-babyfood","15","15","16","288.9024000","16.99425882352941176470588235294118","1.93750039527647058823529411764705882","11"
"1202014001","Apricot, juice-babyfood","12","12B","2","8.1616000","4.0808","0.5354731183","6"
"9500373000","Tea, instant","95","O","83","53.1530640","0.63277457142857142857142857142857","0.00958891366785714285714285714285714","19"
"1100266001","Pear-babyfood","11","11","4","119.5328200","29.883205","3.9456669953","15"
"2202085000","Celery","22","22B","704","3506.4973928","4.04907320184757505773672055427252","0.08412243545115473441108545034642032","1102"
"600347000","Soybean, seed","6","6","197","258.3743025","1.07209254149377593360995850622407","0.02149372099460580912863070539419087","305"
"401355000","Spinach","4","4A","60","1368.7018450","22.43773516393442622950819672131148","0.37414092694262295081967213114754098","148"
"103298000","Potato, flour","1","1C","745","143.1824711","0.13955406539961013645224171539961","0.00488744593421052631578947368421053","1166"
"103298001","Potato, flour-babyfood","1","1C","8","7.3104350","0.81227055555555555555555555555556","0.09230848385555555555555555555555556","26"
"101052000","Beet, sugar","1","1A","1413","23194.5434021","16.41510502625619249823071479122435","0.36974985680849256900212314225053079","4397"
"101052001","Beet, sugar-babyfood","1","1A","17","99.9618480","5.88010870588235294117647058823529","0.77381984383529411764705882352941176","87"
"603036000","Bean, kidney, seed","6","6C","39","797.5301707","20.44949155641025641025641025641026","0.33253867671282051282051282051282051","99"
"902135000","Cucumber","9","9B","270","4897.2686030","16.94556610034602076124567474048443","0.32913711667993079584775086505190311","413"
"1100007000","Apple, fruit with peel","11","11","177","20427.9945540","115.41239861016949152542372881355932","2.81587826118192090395480225988700565","43"
"1202262000","Peach, juice","12","12B","2","185.1584600","92.57923","5.02852561445","7"
"2202085001","Celery-babyfood","22","22B","1","8.5000000","8.5","0.6746031746","16"
"7000146000","Egg, white","70","70","584","2668.0938861","3.8836883349344978165938864628821","0.07530071086084425036390101892285298","585"
"401355001","Spinach-babyfood","4","4A","2","57.2062500","28.603125","3.0134951317","4"
"1400269000","Pecan","14","14","54","151.7022305","2.80930056481481481481481481481481","0.04666333667037037037037037037037037","48"
"1400114000","Coconut, oil","14","14","361","666.3030296","1.84571476343490304709141274238227","0.03623360713296398891966759002770083","218"
"1400114001","Coconut, oil-babyfood","14","14","69","506.7634472","7.34439778550724637681159420289855","1.04741842693188405797101449275362319","155"
"3600223001","Milk, nonfat solids-baby food/infant formula","36","36","66","710.9834552","9.35504546315789473684210526315789","1.35845152152894736842105263157894737","168"
"9500275000","Peppermint","95","O","82","0.4277994","0.00521706585365853658536585365854","0.00007389929390243902439024390243902","3"
"3600223000","Milk, nonfat solids","36","36","1417","51111.9245097","11.33553437784431137724550898203593","0.31405011677737857618097139055222888","6084"
"1001370000","Tangerine, juice","10","10A","222","525.4620493","2.34581272008928571428571428571429","0.07828867037767857142857142857142857","40"
"603042000","Bean, pinto, seed","6","6C","132","5791.4467968","41.96700577391304347826086956521739","0.85201584208043478260869565217391304","106"
"1301055000","Blackberry","13","13A","228","155.9885063","0.67527491904761904761904761904762","0.01450372109264069264069264069264069","43"
"9500362000","Sugarcane, sugar","95","O","1412","30292.9369577","21.3631431295486600846262341325811","0.47664819893885754583921015514809591","4436"
"9500362001","Sugarcane, sugar-babyfood","95","O","17","126.5729620","7.44546835294117647058823529411765","0.98101790162352941176470588235294118","87"
"1302057001","Blueberry-babyfood","13","13B","3","28.6131000","9.5377","1.17105352683333333333333333333333333","7"
"9500188000","Hop","95","O","101","828.3487500","8.20147277227722772277227722772277","0.10735364313168316831683168316831683","4"
"1302057000","Blueberry","13","13B","473","2211.2977144","3.94170715579322638146167557932264","0.08915685218021390374331550802139037","168"
"1203287000","Plum, prune, dried","12","12C","3","69.5224640","23.17415466666666666666666666666667","0.3860303791","6"
"302239000","Onion, green","3","3B","76","576.2452950","6.4746662359550561797752808988764","0.12787340009775280898876404494382022","132"
"1307132000","Cranberry, juice","13","13GH","222","4989.3713149","22.37386239865470852017937219730942","0.35636536248609865470852017937219731","51"
"301237001","Onion, bulb-babyfood","3","3A","1","1.1300000","1.13","0.1164948454","5"
"301237000","Onion, bulb","3","3A","978","14528.2384273","10.01947477744827586206896551724138","0.19269756242813793103448275862068966","1994"
"103300000","Potato, tuber, w/o peel","1","1C","465","37769.3114453","74.64290799466403162055335968379447","1.63924983005750988142292490118577075","578"
"103166000","Ginger","1","1CD","107","11.5035678","0.10457788909090909090909090909091","0.00170149585454545454545454545454545","125"
"9500218000","Maple, sugar","95","O","37","0.0487548","0.00128302105263157894736842105263","0.00001889877894736842105263157894737","23"
"801378000","Tomato, dried","8","8A","31","98.1258472","3.16534990967741935483870967741935","0.08638013094193548387096774193548387","33"
"601257000","Pea, edible podded, succulent","6","6A","12","324.3766640","27.03138866666666666666666666666667","0.53199529828333333333333333333333333","49"
"9500016000","Artichoke, globe","95","O","1","59.6310000","59.631","0.642575431","15"
"103300001","Potato, tuber, w/o peel-babyfood","1","1C","2","63.7125000","31.85625","3.55646135265","8"
"901075000","Cantaloupe","9","9A","38","4798.8966150","126.28675302631578947368421052631579","3.44814332542631578947368421052631579","6"
"9500264000","Peanut, butter","95","O","157","2153.6488733","13.37670107639751552795031055900621","0.34500062742919254658385093167701863","74"
"802271000","Pepper, bell, dried","8","8B","121","8.6227608","0.06789575433070866141732283464567","0.00126182898425196850393700787401575","221"
"8601100000","Water, direct, tap","86","86A","657","577545.7800000","879.06511415525114155251141552511416","16.4115720040013698630136986301369863","1"
"1500325001","Rice, flour-babyfood","15","15","34","440.7252550","11.30064756410256410256410256410256","1.45826067562564102564102564102564103","55"
"1500325000","Rice, flour","15","15","749","908.2882450","0.878421900386847195357833655706","0.02354290371460348162475822050290135","1187"
"1002200000","Lemon, juice","10","10B","625","4816.2695104","6.46479128912751677852348993288591","0.14462727805959731543624161073825503","694"
"1500123000","Corn, field, starch","15","15","985","3163.9376412","1.98365996313479623824451410658307","0.04223385427134796238244514106583072","1956"
"3200171000","Goat, fat","32","32","1","2.0301000","2.0301","0.0260269231","8"
"2402023001","Banana-babyfood","24","24B","12","289.3920000","24.116","2.90920943266666666666666666666666667","37"
"2402023000","Banana","24","24B","584","23396.3028742","34.45699981472754050073637702503682","0.97100060031693667157584683357879234","208"
"3400292000","Pork, meat byproducts","34","34","557","1687.6267725","2.51884592910447761194029850746269","0.04612690091477611940298507462686567","678"
"1400391000","Walnut","14","14","107","283.9806683","2.62945063240740740740740740740741","0.04534598839814814814814814814814815","86"
"1500123001","Corn, field, starch-babyfood","15","15","17","182.1021350","9.58432289473684210526315789473684","1.44211970401578947368421052631578947","104"
"902309000","Pumpkin, seed","9","9B","9","78.3361040","8.70401155555555555555555555555556","0.12300023328888888888888888888888889","9"
"603256000","Pea, dry","6","6C","2","144.4671877","72.23359385","1.2919177487","25"
"901400000","Watermelon, juice","9","9A","1","193.3800000","193.38","2.7864553314","1"
"603256001","Pea, dry-babyfood","6","6C","1","0.2132000","0.2132","0.025686747","10"
"6000301000","Poultry, other, meat","60","60","4","2.5297800","0.632445","0.0104071098","15"
"3100047000","Beef, fat","31","31","947","11600.6885659","8.52991806316176470588235294117647","0.16927836696669117647058823529411765","1494"
"3100047001","Beef, fat-babyfood","31","31","2","3.7684600","1.88423","0.1469126862","21"
"8000161000","Fish-shellfish, crustacean","80","80","81","3916.2038520","44.5023165","0.86909810157727272727272727272727273","209"
"5000384001","Turkey, meat byproducts-babyfood","50","50","4","3.1091900","0.7772975","0.080370912225","17"
"1500401000","Wheat, grain","15","15","403","7099.3524495","15.77633877666666666666666666666667","0.29158310716844444444444444444444444","393"
"1500401001","Wheat, grain-babyfood","15","15","1","32.8888000","32.8888","3.28888","3"
"1500025000","Barley, pearled barley","15","15","13","48.5537161","3.73490123846153846153846153846154","0.11256613383076923076923076923076923","55"
"5000384000","Turkey, meat byproducts","50","50","299","770.8603818","2.43943158797468354430379746835443","0.04027265715411392405063291139240506","324"
"1100267000","Pear, dried","11","11","2","3.3813520","1.690676","0.0169730148","6"
"1500233001","Oat, groats/rolled oats-babyfood","15","15","2","16.9500000","8.475","0.9095121951","5"
"1500065000","Buckwheat","15","15","4","8.7853369","2.196334225","0.03239557995","18"
"2202086000","Celery, juice","22","22B","6","330.5182082","55.08636803333333333333333333333333","0.77503236608333333333333333333333333","5"
