"MEDICAMENTOA","MEDICAMENTOB","WEIGHT"
"608","11532","1"
"180","24806","1"
"267","2419","1"
"479","671","1"
"703","8606","1"
"556","3434","1"
"6084","25039","1"
"186","5721","1"
"469","10611","1"
"149","809","1"
"6084","36131","1"
"645","10411","1"
"52","592","1"
"20","868","1"
"578","12491","1"
"578","12492","1"
"917","1984","1"
"917","1985","1"
"917","1986","1"
"861","3720","1"
"943","1179","2"
"28","868","1"
"685","9176","1"
"685","9177","1"
"633","10796","1"
"141","2178","1"
"751","7140","1"
"94","8202","1"
"451","2077","1"
"412","17637","1"
"3434","28708","1"
"326","420","1"
"926","1721","1"
"140","1112","4"
"10","5366","1"
"251","13738","1"
"566","6999","2"
"176","3031","1"
"940","1293","2"
"926","1728","1"
"471","2468","1"
"829","4737","1"
"773","2103","1"
"141","2847","1"
"692","859","1"
"27","200","1"
"935","1456","1"
"2810","8868","1"
"11793","36131","1"
"18533","25039","1"
"940","1305","2"
"905","2391","3"
"263","1179","1"
"81","4717","1"
"810","5339","1"
"139","263","1"
"943","1218","1"
"462","16130","1"
"30","8202","1"
"946","1128","1"
"946","1129","1"
"556","3067","1"
"773","1343","1"
"51","6932","1"
"749","5755","1"
"482","640","1"
"4737","6936","1"
"414","3432","2"
"4566","19989","1"
"139","1179","1"
"15288","15289","1"
"558","607","1"
"25039","36130","1"
"425","640","1"
"142","2847","1"
"921","1919","1"
"864","3686","1"
"836","4556","1"
"141","451","1"
"945","1179","1"
"349","11781","1"
"346","19750","1"
"346","19751","1"
"923","1865","1"
"96","9925","1"
"139","520","1"
"425","17306","2"
"800","5682","1"
"4744","4761","1"
"569","12845","1"
"883","3112","1"
"178","24967","1"
"243","1839","1"
"519","1996","1"
"896","1228","1"
"51","706","1"
"145","25996","3"
"145","25997","1"
"69","859","1"
"921","1943","1"
"921","1944","2"
"944","1231","1"
"3001","3002","1"
"431","17137","1"
"431","17138","1"
"431","17139","1"
"431","17140","1"
"431","17141","1"
"751","7221","1"
"2952","4528","1"
"26","53","1"
"713","4125","1"
"176","520","1"
"667","1316","1"
"141","19117","1"
"1218","32637","1"
"150","4540","1"
"171","235","1"
"482","520","2"
"5294","35747","1"
"143","13836","1"
"948","1128","1"
"425","17342","1"
"953","975","1"
"692","9067","1"
"948","1129","2"
"4656","17256","1"
"2077","17643","1"
"263","425","1"
"14","687","1"
"2","573","1"
"749","4679","1"
"485","2772","1"
"2278","25446","1"
"869","3590","1"
"57","1502","1"
"948","1143","1"
"687","979","1"
"940","1393","4"
"367","629","1"
"865","3720","1"
"896","2760","1"
"817","5200","1"
"779","6386","1"
"270","1259","1"
"3067","36889","1"
"10398","11793","1"
"693","9059","1"
"6907","13034","1"
"667","687","1"
"938","1467","2"
"47","29089","1"
"94","4628","2"
"629","1179","1"
"360","10611","1"
"251","824","1"
"118","558","1"
"905","2497","1"
"520","14433","1"
"520","14434","1"
"743","7522","4"
"895","2810","1"
"630","11024","2"
"349","824","1"
"930","1729","2"
"926","1853","1"
"30","29630","1"
"119","26867","1"
"937","1513","1"
"732","7872","1"
"80","824","1"
"118","573","1"
"28","779","1"
"123","420","1"
"573","871","1"
"139","3470","1"
"425","3031","1"
"558","871","1"
"360","17643","1"
"952","1062","1"
"2688","12783","1"
"8768","20912","1"
"13","6084","1"
"810","5468","1"
"15093","21447","1"
"840","4540","2"
"840","4541","1"
"948","1194","1"
"144","26119","1"
"943","1351","1"
"57","2022","1"
"829","4881","1"
"37","1945","1"
"251","11781","1"
"597","1497","1"
"94","415","1"
"31","29630","1"
"8281","36024","1"
"267","13000","1"
"143","1630","2"
"218","9641","1"
"346","367","1"
"367","499","1"
"6327","26316","1"
"75","544","1"
"671","9799","1"
"57","154","2"
"10398","28194","1"
"13738","35747","1"
"592","6999","2"
"51","1996","1"
"372","546","1"
"145","687","1"
"1391","37623","1"
"264","1104","1"
"921","2059","1"
"644","10646","1"
"123","2489","1"
"2626","14743","1"
"2122","4717","1"
"930","1785","1"
"635","10930","1"
"123","7103","1"
"367","520","1"
"930","1789","1"
"150","770","1"
"155","165","1"
"52","90","1"
"264","284","1"
"51","602","1"
"776","3329","1"
"150","776","1"
"143","1218","3"
"608","11780","1"
"4540","11781","1"
"81","2468","1"
"145","10560","1"
"860","3972","1"
"367","728","3"
"940","1494","1"
"750","7384","1"
"956","999","1"
"921","2083","1"
"943","1405","2"
"656","10303","1"
"413","817","1"
"866","3792","1"
"268","22334","1"
"817","1488","1"
"896","2868","1"
"2772","10249","1"
"2772","10250","1"
"2772","10251","1"
"2772","10252","1"
"2772","10253","1"
"2772","10254","1"
"2772","10255","1"
"943","1419","1"
"251","5294","1"
"869","3712","1"
"360","6934","2"
"482","1179","1"
"251","4540","1"
"629","3031","1"
"2482","19253","1"
"13","367","1"
"316","2337","2"
"349","13738","1"
"413","10234","1"
"119","410","2"
"4697","16130","1"
"881","3354","1"
"747","7510","1"
"14400","37869","1"
"13","3470","1"
"142","1068","3"
"51","410","3"
"51","2295","1"
"802","5811","1"
"26","948","1"
"522","10398","1"
"53","592","1"
"921","2126","1"
"68","367","1"
"467","5906","2"
"842","4578","1"
"125","241","2"
"1853","38369","1"
"8475","8781","1"
"60","383","1"
"921","2134","1"
"945","1391","1"
"399","18318","1"
"924","2044","1"
"13","640","1"
"2796","9550","2"
"6","859","1"
"262","3067","1"
"33","267","1"
"91","143","4"
"14","10560","1"
"11793","28194","1"
"69","592","2"
"921","2147","1"
"417","17771","1"
"945","1405","1"
"27","8954","1"
"894","2985","1"
"16298","38125","1"
"566","1682","1"
"943","1472","1"
"773","1490","1"
"155","25902","1"
"155","25903","1"
"6401","11866","1"
"896","2339","1"
"99","26316","4"
"276","420","1"
"262","13000","1"
"4980","7406","1"
"4540","5294","1"
"136","9295","2"
"13","18533","1"
"143","1532","1"
"43","225","4"
"14","2791","1"
"935","1736","1"
"251","20456","1"
"921","2172","1"
"629","640","1"
"119","471","1"
"238","1820","1"
"493","566","1"
"346","499","1"
"749","7510","1"
"375","9925","1"
"558","1343","1"
"51","471","3"
"2371","3067","1"
"2072","2392","1"
"959","1006","4"
"751","7455","1"
"119","27048","1"
"263","640","1"
"2595","2789","1"
"2468","4717","1"
"18437","37843","1"
"451","16761","1"
"13","1179","2"
"810","881","1"
"145","372","1"
"779","6597","1"
"372","687","3"
"956","1112","10"
"640","1179","1"
"251","22969","1"
"629","2072","1"
"20","486","1"
"80","13738","1"
"184","6522","1"
"125","774","1"
"143","2013","1"
"51","735","1"
"357","776","2"
"410","471","2"
"129","426","1"
"180","1745","1"
"678","9744","1"
"191","311","2"
"180","431","1"
"926","2059","1"
"51","2620","1"
"101","375","1"
"753","7425","1"
"10398","18533","1"
"961","979","1"
"2637","6934","1"
"66","28726","1"
"923","2159","3"
"842","4671","1"
"4939","8738","1"
"937","1729","1"
"13","728","1"
"367","1823","1"
"80","5294","1"
"216","1293","2"
"131","26720","1"
"469","1018","1"
"573","774","1"
"399","18415","1"
"399","18416","1"
"10398","36128","1"
"6907","13275","1"
"10398","36130","1"
"10398","36131","1"
"941","1619","1"
"2878","7109","1"
"10398","36133","1"
"787","6396","1"
"53","948","1"
"3976","38610","2"
"59","28967","1"
"53","6999","2"
"520","14678","1"
"520","14679","1"
"195","2810","1"
"753","7455","1"
"573","6934","1"
"688","9475","1"
"2948","4952","2"
"921","2253","1"
"119","8202","1"
"165","267","1"
"469","1218","1"
"943","1576","1"
"119","556","1"
"629","11312","1"
"101","186","1"
"20456","35747","1"
"940","1674","1"
"786","6449","1"
"53","493","1"
"6084","11793","1"
"284","486","1"
"94","410","1"
"6","499","1"
"1228","38389","1"
"76","12535","1"
"311","2072","1"
"846","4598","1"
"218","4564","1"
"930","1996","1"
"139","640","1"
"263","520","1"
"2178","19117","1"
"755","7425","1"
"218","420","1"
"2789","5156","1"
"2392","22217","1"
"144","264","2"
"131","1798","1"
"284","3887","1"
"216","270","1"
"2668","13666","1"
"2668","13667","1"
"420","2595","1"
"948","1453","2"
"141","1495","1"
"546","4737","1"
"18","2083","1"
"211","1513","2"
"326","640","1"
"326","4988","1"
"18533","28194","1"
"69","28710","1"
"4125","10611","1"
"6396","20798","1"
"98","1018","1"
"2769","10550","1"
"323","14400","1"
"129","15830","1"
"164","1682","2"
"959","1128","1"
"961","1066","1"
"753","7515","1"
"935","1872","1"
"11793","36128","1"
"896","3086","1"
"842","4760","1"
"640","11024","1"
"746","7739","1"
"824","5294","1"
"921","2316","1"
"520","14748","1"
"326","462","1"
"53","29221","1"
"708","8857","1"
"383","1421","1"
"142","1495","1"
"69","6999","4"
"3183","37623","1"
"948","1488","1"
"633","11254","1"
"43","1104","2"
"773","6916","1"
"94","471","1"
"10312","38636","1"
"172","8897","1"
"4540","4744","1"
"143","573","1"
"20","1104","1"
"263","367","1"
"2072","12490","1"
"335","13000","1"
"119","3329","1"
"142","2178","1"
"80","4540","1"
"220","24072","1"
"142","2620","1"
"8827","13836","1"
"751","1619","2"
"420","5156","1"
"930","2067","1"
"2614","15400","4"
"282","629","1"
"98","367","2"
"539","14192","1"
"326","1293","1"
"173","787","1"
"90","6999","2"
"692","4988","1"
"4744","10636","1"
"810","2637","1"
"418","12490","1"
"69","90","2"
"787","6513","1"
"284","3962","1"
"119","1798","1"
"779","6764","1"
"80","11781","1"
"6916","13127","1"
"607","774","1"
"276","5156","1"
"5938","27517","2"
"896","3143","1"
"787","2607","1"
"896","3145","1"
"896","3146","1"
"13","139","1"
"942","1719","1"
"141","17643","1"
"2949","5043","1"
"267","10560","1"
"262","10560","1"
"956","1293","1"
"1932","36573","1"
"597","1839","1"
"101","540","1"
"97","1820","1"
"599","12365","1"
"2760","10911","1"
"595","12491","1"
"595","12492","1"
"633","11312","1"
"144","597","1"
"935","1955","1"
"956","1305","1"
"921","2391","1"
"284","403","1"
"749","7722","1"
"896","3169","1"
"952","1433","1"
"692","2825","1"
"191","25024","1"
"94","540","1"
"173","1497","1"
"94","776","1"
"896","3170","1"
"471","776","1"
"924","1490","1"
"144","10560","1"
"520","640","1"
"546","1785","1"
"68","4540","1"
"476","16203","1"
"455","16854","1"
"418","2072","1"
"2948","5107","1"
"9059","12278","1"
"412","18192","1"
"136","1996","1"
"829","5267","2"
"692","1259","1"
"216","2951","1"
"367","482","1"
"921","2419","1"
"487","15873","1"
"335","687","1"
"372","13000","1"
"469","9295","2"
"97","238","1"
"2392","12490","1"
"52","6999","2"
"943","1745","1"
"840","4939","1"
"59","29150","1"
"59","29151","1"
"2859","7889","1"
"346","1729","1"
"270","1293","1"
"573","2637","1"
"451","4125","1"
"930","2157","1"
"896","2392","1"
"426","15830","1"
"2077","10611","1"
"3016","3031","1"
"126","521","1"
"139","3031","1"
"10611","17643","1"
"865","3619","1"
"94","3329","1"
"5654","38636","1"
"164","6999","4"
"90","948","1"
"628","11532","1"
"263","482","2"
"921","2451","1"
"269","22663","1"
"462","16682","1"
"317","21177","1"
"962","1183","1"
"33","94","2"
"895","3263","1"
"962","1186","1"
"829","5311","1"
"145","1316","2"
"6396","16624","1"
"607","871","1"
"246","597","1"
"927","2278","1"
"51","3329","2"
"921","2466","3"
"943","1785","2"
"2592","16203","1"
"195","885","1"
"31","1619","2"
"10398","25039","1"
"7932","34234","1"
"366","372","1"
"52","493","1"
"143","8827","1"
"418","18069","1"
"282","1985","1"
"956","1393","2"
"416","18134","1"
"416","18135","1"
"5938","38612","1"
"942","1831","1"
"91","952","1"
"262","335","1"
"889","3471","1"
"90","1682","1"
"510","15228","4"
"462","16716","1"
"150","26389","1"
"101","415","1"
"172","1839","1"
"930","2213","1"
"26","592","1"
"144","246","3"
"276","2789","1"
"896","3118","1"
"952","1536","1"
"4513","22217","1"
"640","2825","1"
"276","2595","1"
"80","131","4"
"779","6904","1"
"896","3278","1"
"8768","21391","1"
"14","241","1"
"944","1793","1"
"800","6258","1"
"360","2321","1"
"493","6999","2"
"118","607","1"
"290","22072","1"
"774","2791","1"
"80","20456","1"
"746","7939","1"
"76","28710","1"
"94","2502","1"
"119","27376","1"
"253","2316","1"
"136","519","1"
"332","20779","1"
"279","1513","1"
"948","1682","1"
"282","6401","1"
"479","16226","1"
"326","2825","1"
"962","1255","1"
"1294","38545","1"
"3407","38389","2"
"597","1248","1"
"592","948","1"
"2419","21629","1"
"713","2077","1"
"367","1179","2"
"267","22808","1"
"943","1853","1"
"896","1985","1"
"779","6936","1"
"99","5654","4"
"195","735","1"
"239","23682","1"
"141","10611","1"
"248","6934","1"
"962","1272","1"
"270","2825","1"
"3976","38612","1"
"3976","38613","2"
"52","566","2"
"246","253","2"
"962","1278","1"
"164","592","2"
"469","810","1"
"158","1005","1"
"317","21277","1"
"27","133","1"
"101","1410","2"
"14073","37125","1"
"12490","13698","1"
"493","948","1"
"921","2559","1"
"497","15703","1"
"90","592","1"
"9449","38613","2"
"225","486","2"
"248","8202","1"
"836","5200","2"
"82","372","1"
"9130","10232","1"
"597","2316","1"
"3976","38611","2"
"143","810","1"
"972","990","1"
"930","2293","1"
"270","4988","1"
"940","1985","1"
"139","482","1"
"10636","26316","1"
"865","4235","1"
"53","566","1"
"926","2424","1"
"5938","38611","2"
"469","16593","2"
"972","1000","1"
"98","28095","1"
"2841","8597","1"
"24552","27053","1"
"98","28096","1"
"485","16103","1"
"2339","10636","1"
"2339","6401","1"
"36","3690","1"
"559","13813","1"
"323","4110","1"
"829","5445","1"
"6401","9819","1"
"284","1839","1"
"248","881","2"
"558","13850","1"
"420","1293","1"
"418","18192","1"
"360","881","1"
"143","4564","1"
"865","3743","1"
"3002","39029","1"
"80","2797","1"
"134","1351","1"
"36","395","1"
"51","2082","1"
"172","2607","1"
"6","346","1"
"493","1682","1"
"940","2022","1"
"375","5510","1"
"349","5294","1"
"145","335","1"
"264","2072","1"
"123","4988","1"
"31","10901","2"
"123","2825","1"
"597","1785","1"
"2797","4540","1"
"140","10901","2"
"469","881","1"
"82","191","3"
"216","1259","1"
"68","865","1"
"3976","27517","2"
"11781","35747","1"
"360","713","1"
"264","418","1"
"4760","14693","1"
"974","988","1"
"896","3407","2"
"629","3170","1"
"243","1497","1"
"539","14477","1"
"216","4988","1"
"360","2637","1"
"414","18355","1"
"753","7847","1"
"5048","5775","2"
"751","7911","1"
"413","1370","1"
"431","628","1"
"753","7852","1"
"753","7853","1"
"753","7854","1"
"753","7855","1"
"753","7856","1"
"753","7857","2"
"753","7858","1"
"974","1007","2"
"753","7860","1"
"773","7240","1"
"753","7859","1"
"777","7109","2"
"629","2392","1"
"948","1820","1"
"13","425","1"
"2984","4242","1"
"948","1823","1"
"961","1411","1"
"2933","5811","1"
"566","948","1"
"243","246","1"
"28","7770","1"
"4697","16682","1"
"903","3225","1"
"962","1397","1"
"284","2316","1"
"267","366","1"
"496","15846","1"
"2868","7850","1"
"238","5510","1"
"1985","13698","1"
"20","225","2"
"3570","29684","1"
"164","493","2"
"905","3174","3"
"943","1996","1"
"253","597","1"
"767","7455","1"
"40","16298","1"
"349","2649","1"
"2984","4261","1"
"908","3088","1"
"667","10560","1"
"962","1380","1"
"26","52","1"
"52","948","1"
"4110","14400","1"
"926","2536","1"
"43","264","2"
"708","9295","1"
"462","4988","1"
"269","22907","1"
"943","2013","1"
"420","462","1"
"2","2026","1"
"241","774","1"
"1226","38278","1"
"462","640","1"
"239","408","1"
"264","3170","1"
"60","1665","1"
"76","220","1"
"896","38389","1"
"403","3887","1"
"282","3407","2"
"52","1682","1"
"119","27517","2"
"923","2649","1"
"1391","38278","1"
"335","979","1"
"326","1259","1"
"99","4761","4"
"143","6934","2"
"486","5906","1"
"2","8202","1"
"173","3962","1"
"218","1293","1"
"923","2659","1"
"629","896","1"
"270","326","2"
"349","20456","1"
"99","712","4"
"26","90","1"
"246","1497","1"
"962","1457","1"
"144","5906","2"
"418","2392","1"
"558","1104","1"
"119","9449","1"
"667","10607","1"
"20","284","1"
"640","1293","1"
"186","990","1"
"11793","36130","1"
"248","810","2"
"420","692","2"
"53","1682","1"
"264","3407","2"
"924","2649","1"
"191","620","1"
"264","5906","1"
"471","3329","1"
"367","810","1"
"4762","14748","1"
"420","1259","1"
"469","16761","2"
"172","2316","1"
"10562","13224","1"
"218","235","2"
"462","692","1"
"191","408","1"
"30","241","1"
"136","11866","1"
"912","3036","1"
"502","522","2"
"218","462","1"
"972","1179","1"
"178","25793","1"
"30","248","2"
"840","5274","1"
"840","5275","1"
"248","23628","1"
"282","2072","1"
"51","4761","1"
"241","628","1"
"372","482","1"
"241","414","2"
"59","29493","1"
"921","2772","1"
"59","29494","1"
"31","30364","1"
"136","4744","1"
"125","27452","1"
"4973","8236","1"
"68","29221","1"
"4540","10636","1"
"238","9925","1"
"173","2316","1"
"956","1697","3"
"462","1259","1"
"395","3690","1"
"5938","38613","2"
"267","482","1"
"962","1516","1"
"211","20045","1"
"972","1208","1"
"979","992","1"
"746","5938","1"
"979","994","1"
"123","270","1"
"861","4654","1"
"921","2789","1"
"773","7384","1"
"520","15228","4"
"599","12780","1"
"599","12781","1"
"599","12782","1"
"6827","16317","1"
"8683","24318","1"
"946","2022","1"
"865","4540","2"
"246","1785","1"
"16624","20798","1"
"31","751","2"
"519","735","1"
"253","2607","1"
"4761","6327","1"
"787","3962","1"
"284","5906","1"
"119","180","4"
"68","11866","1"
"99","27517","2"
"12","30995","2"
"270","420","1"
"787","2316","1"
"154","8641","1"
"360","708","2"
"469","2637","1"
"284","1248","1"
"420","4988","1"
"2022","3848","1"
"270","640","1"
"241","2791","1"
"220","687","1"
"191","482","1"
"528","1482","1"
"144","2607","1"
"482","687","1"
"640","4988","1"
"597","787","1"
"979","1036","1"
"706","1499","2"
"787","1839","1"
"773","7425","1"
"779","7240","1"
"30","3432","1"
"692","1293","2"
"101","9925","1"
"2134","4210","2"
"2243","26316","1"
"944","2131","1"
"7101","7872","1"
"896","2243","1"
"980","1018","1"
"981","987","1"
"2339","11866","1"
"981","990","1"
"335","1316","1"
"267","7550","1"
"4540","11866","1"
"399","19036","1"
"912","3134","1"
"125","27517","2"
"26","1682","1"
"225","5906","2"
"948","2022","6"
"153","26667","1"
"129","27413","2"
"408","620","1"
"11008","17846","1"
"11008","17847","1"
"979","1066","1"
"487","16317","1"
"837","5468","1"
"141","713","1"
"143","881","1"
"420","2825","1"
"544","14558","1"
"787","1248","1"
"216","24728","1"
"745","8330","3"
"140","751","2"
"68","26316","1"
"871","4427","1"
"2872","7933","1"
"68","9819","1"
"327","384","1"
"101","5510","1"
"99","9449","1"
"26","493","1"
"943","2202","1"
"706","9550","1"
"979","1088","1"
"4744","6401","1"
"656","11103","1"
"248","2637","1"
"99","3619","4"
"2","31380","1"
"3172","38758","1"
"204","367","1"
"2316","2607","1"
"144","1104","2"
"979","1098","1"
"30","628","1"
"774","7455","1"
"979","1101","1"
"493","592","1"
"246","1248","1"
"979","1104","1"
"2772","11058","2"
"9819","38636","1"
"69","7789","1"
"2714","12859","1"
"26","6999","2"
"787","1497","1"
"119","1665","1"
"264","486","1"
"1665","29630","1"
"172","253","1"
"868","4556","1"
"894","3750","1"
"926","2760","1"
"76","191","1"
"935","2483","1"
"865","4654","1"
"246","2316","1"
"622","12189","1"
"3743","38636","1"
"264","13698","1"
